A,B,C,D,E,outcome
1.979006754309564,-35.29198305798445,0.5214570082644345,-0.46367632841576045,-0.12848511218498732,0
9.51735214082507,-30.414816567733286,2.0690476195364833,2.074441965575938,-4.514808219351468,0
-30.045410247648377,42.04944764258652,6.145477571231451,0.34594605527696043,1.6030648329941801,1
-39.33598172708973,21.8461158376594,2.3453165505740383,-0.8200143492121941,2.505057663759925,0
-51.970652809080704,-8.012554679162577,-1.1799798802381931,-2.4732229838376156,-0.48630967299764916,1
-42.62588389631416,-5.227642504828673,-5.16249975278894,-3.607516079677157,1.8233248285950157,1
-36.901667940227085,-38.69340865997411,2.4189170261780943,1.1909202082067833,0.28325017482221493,1
-6.646795116148413,-81.87720361252028,3.595111786942676,5.729950565958477,0.3302427072737954,0
20.83097803042853,-32.34793305108086,0.31779509204522405,3.5231042616572474,-2.553004197157426,1
-82.6090233672264,55.25422010490961,-4.878719477273097,-4.804593778505243,-1.6418822144453986,1
13.196962352742316,34.17396653175367,19.096446513910674,-9.727315438896118,-4.936553450392153,0
-26.39333833992919,-41.59962144556062,4.126106189668818,-1.7947714071413774,-1.7878344428395363,0
-87.57355382153828,36.97210861573286,-6.179163421780528,-10.299490315130937,2.3350765052290106,1
-42.073272935944594,-15.020683673078622,-3.322080720203163,11.853741490834368,0.06422195017651074,1
-119.49175599717202,88.02536358746586,-9.637104770440654,-22.385950459605446,3.2378615524484453,0
23.78957694239584,-34.1406370629736,10.241142940373244,1.9862580889653947,-4.2627386436482695,0
15.642557651091254,128.1068726800851,28.164632308799252,30.694393331427385,8.918444834462262,1
-31.706163153830065,-44.81118849362562,2.9103054205949794,-1.916005786064393,0.7551550489345277,0
-72.37930713458127,29.912816005990717,-5.963753468458982,-4.513285080959478,0.374299180980687,0
41.09162309143045,26.026602789999945,-18.75795653803674,9.163137656608486,-0.39210223573472064,1
-0.6527999344279894,2.6107347169046076,10.787254969370913,-3.5732174575656597,-5.29821863425751,0
121.37543841594078,14.562595357885108,-25.086098239985382,-2.3651703935462125,-2.637432629498876,1
-49.394970441169214,-32.66826728005359,-0.731870151691766,0.6313681730071676,4.327223019570348,1
35.181193593668944,-47.06754027097996,-1.9042021074145503,-0.5880817093196481,2.176147726006293,0
86.16320592514197,-32.78181043715729,-35.71042762631244,-2.792074114936003,2.2122166487521406,1
12.570389361650038,-2.0809111198672134,-0.5196652521156258,12.68278750770978,4.5179975765171685,1
-4.6882601937892785,36.58295153664003,14.675118662455903,2.8270721789411657,1.6623189905522089,0
162.70693236176365,188.43718365671782,-50.128583841067545,25.17570469953908,5.250423819386254,1
-35.707383588693375,2.0851891527221103,0.8556939917248547,-0.021722735379836395,0.28256601045912233,0
-101.62678802203119,66.1170603433263,-8.30162038389726,19.936376170654295,-3.2316842873536267,1
-7.044449976448515,-66.00810458644654,-7.4266206412821525,1.3535518828937443,2.872215771052862,0
-53.69873557110532,-18.33451292881175,-2.3142906224004207,-5.525032760157869,2.234083517657303,1
71.74931007292238,154.6289900086722,-26.052121111305976,28.65873235211911,-1.6445768017345217,1
143.0465730506097,10.2648834164972,-25.771052405236542,-6.729469187706743,2.201221369625714,0
-57.31412910487221,31.12503539716335,-1.4376001794433726,3.638824775387259,-2.269913102469947,1
-49.79735966104326,-41.34779845197753,-1.9441036415795987,-1.5974131946551595,3.031346816873912,0
18.655924160260472,-76.55092053184099,-7.513094024353793,1.8626403326010983,2.0144891164086194,1
-70.08508767922574,40.82833001644757,-3.6481162841498342,1.3776389228022683,-0.5815378796138453,1
-29.79356253793264,0.22655558902681086,1.5574329492051897,-3.5967727000960674,-1.6715999688012217,0
7.031294761275197,-49.48982897989233,6.69043587420557,3.270719488423206,-1.8229959883988633,1
-80.74125821822345,53.307714183901226,-6.391504214064314,-4.607848206135999,-0.09681940567035888,1
40.88932874768417,-55.681309601805566,10.705586253519675,0.7169331970580968,-0.26923502403409966,0
87.57103708309108,67.9064976104734,-18.948413866570274,-10.090056050301458,6.545827172498024,1
-30.774934900697687,-80.57519792027222,0.8493649629589604,6.003217413549915,3.0903579037195397,0
45.23184945623189,-55.69679288458928,-4.9019877597199475,-1.591664515133373,-0.9257449484935883,0
-38.050212234230365,-24.81917342040685,1.4858881226659995,1.083121670028685,-1.1628365615508105,1
-48.030953916560904,40.73944700580192,1.8089647669251778,-6.632413047756663,-0.3766798396110443,1
6.880278328173184,-69.22443671820402,5.212776633302758,1.062634301861076,-1.4451944182713947,0
15.524730619071033,21.057737619835425,21.996013741542242,-5.992091705658028,-18.59056047379039,1
33.528434124420514,-36.356725500741135,15.867428874351335,0.23343346856158984,-4.59301425596911,0
